Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Soil_Type,Variety,Crop
101,70,48,25.36,75.03,6.01,116.55,Alluvial,Standard_V1,banana
108,89,53,29.12,80.18,5.91,112.4,Alluvial,Standard_V1,banana
100,80,52,27.54,77.26,6.05,110.33,Clay-Loam,Standard_V1,banana
109,91,53,29.67,83.51,6.01,110.25,Loam,Standard_V1,banana
82,78,46,25.06,84.97,5.74,110.44,Loam,Standard_V1,banana
106,70,55,25.87,78.52,5.74,116.3,Loam,Standard_V1,banana
90,86,52,25.85,81.96,5.79,119.09,Clay-Loam,Standard_V1,banana
83,95,50,26.52,77.8,5.51,108.85,Alluvial,Standard_V1,banana
119,90,48,28.67,79.59,5.99,118.26,Loam,Standard_V1,banana
107,72,45,28.15,81.54,5.79,91.41,Loam,Standard_V1,banana
116,81,55,26.42,83.7,5.92,95.12,Clay-Loam,Standard_V1,banana
101,75,50,26.59,81.41,6.24,109.98,Loam,Standard_V1,banana
93,81,50,27.72,76.58,6.04,102.21,Clay-Loam,Standard_V1,banana
95,75,45,28.98,82.96,5.83,109.02,Alluvial,Standard_V1,banana
107,71,55,29.42,83.97,6.09,117.23,Clay-Loam,Standard_V1,banana
83,94,47,27.4,81.11,6.47,112.14,Clay-Loam,Standard_V1,banana
102,73,54,26.4,84.41,5.72,111.02,Clay-Loam,Standard_V1,banana
86,79,45,27.81,82.69,5.81,99.21,Clay-Loam,Standard_V1,banana
117,86,53,25.2,83.56,5.7,115.86,Alluvial,Standard_V1,banana
111,79,53,28.31,75.77,6.17,119.7,Alluvial,Standard_V1,banana
95,74,50,25.9,80.47,6.0,110.1,Loam,Standard_V1,banana
91,75,55,27.49,76.11,6.21,109.28,Alluvial,Standard_V1,banana
93,83,46,29.38,83.5,5.77,109.25,Alluvial,Standard_V1,banana
92,85,51,29.22,81.08,5.74,108.86,Loam,Standard_V1,banana
104,80,54,27.09,81.34,5.88,110.13,Alluvial,Standard_V1,banana
103,72,51,26.13,81.81,6.1,104.48,Clay-Loam,Standard_V1,banana
92,75,45,29.01,77.95,5.67,90.43,Clay-Loam,Standard_V1,banana
93,85,49,27.97,79.29,5.69,119.48,Loam,Standard_V1,banana
120,87,52,28.08,76.06,5.91,118.99,Loam,Standard_V1,banana
108,72,46,25.16,84.98,6.11,90.95,Loam,Standard_V1,banana
105,88,54,25.79,84.51,6.02,114.2,Clay-Loam,Standard_V1,banana
98,79,50,25.34,84.47,6.44,91.06,Alluvial,Standard_V1,banana
111,88,55,29.45,78.35,5.51,96.45,Clay-Loam,Standard_V1,banana
97,74,45,26.48,78.52,5.68,113.12,Loam,Standard_V1,banana
95,82,48,27.39,83.31,5.72,92.78,Alluvial,Standard_V1,banana
89,91,55,25.08,80.26,6.28,94.33,Alluvial,Standard_V1,banana
89,85,55,26.67,76.49,6.28,91.73,Clay-Loam,Standard_V1,banana
118,88,51,25.45,79.49,6.2,100.66,Loam,Standard_V1,banana
101,92,45,28.23,80.64,5.76,98.0,Clay-Loam,Standard_V1,banana
99,92,47,28.13,77.48,6.32,103.5,Alluvial,Standard_V1,banana
82,77,46,28.95,82.19,5.9,95.83,Clay-Loam,Standard_V1,banana
90,86,55,27.96,84.15,5.64,97.56,Clay-Loam,Standard_V1,banana
95,88,52,28.0,78.9,6.24,94.68,Loam,Standard_V1,banana
104,73,46,29.14,80.12,6.28,90.45,Loam,Standard_V1,banana
102,73,52,27.91,83.36,6.36,90.24,Alluvial,Standard_V1,banana
100,74,52,25.43,81.54,5.84,96.48,Clay-Loam,Standard_V1,banana
94,89,48,28.56,84.52,5.65,111.08,Clay-Loam,Standard_V1,banana
99,70,46,26.6,83.0,5.73,100.51,Clay-Loam,Standard_V1,banana
112,87,48,27.2,77.4,6.2,99.47,Alluvial,Standard_V1,banana
117,82,45,25.29,79.29,5.61,105.42,Alluvial,Standard_V1,banana
96,86,51,29.91,76.99,6.26,92.0,Loam,Standard_V1,banana
113,85,45,27.95,76.64,6.04,109.09,Loam,Standard_V1,banana
105,93,46,25.01,78.76,5.76,108.37,Loam,Standard_V1,banana
85,89,51,29.21,84.7,6.16,108.55,Clay-Loam,Standard_V1,banana
108,94,47,27.36,84.55,6.39,90.81,Clay-Loam,Standard_V1,banana
92,81,52,28.01,76.53,5.89,103.7,Loam,Standard_V1,banana
110,71,54,28.67,82.21,5.73,94.38,Clay-Loam,Standard_V1,banana
82,75,55,27.35,78.49,6.28,92.16,Loam,Standard_V1,banana
117,81,53,29.51,78.21,5.51,98.13,Alluvial,Standard_V1,banana
2,40,27,29.74,47.55,5.95,90.1,Alluvial,Standard_V1,mango
39,24,31,33.56,53.73,4.76,98.68,Red-Loam,Standard_V1,mango
21,26,27,27.0,47.68,5.7,95.85,Loam,Standard_V1,mango
25,22,25,33.56,45.54,5.98,95.71,Alluvial,Standard_V1,mango
0,21,32,35.9,54.26,6.43,92.2,Loam,Standard_V1,mango
20,19,35,34.18,50.62,6.11,98.01,Red-Loam,Standard_V1,mango
19,21,34,30.02,53.19,5.07,97.73,Red-Loam,Standard_V1,mango
18,17,31,31.75,45.16,5.67,93.75,Red-Loam,Standard_V1,mango
11,36,33,35.99,52.23,5.98,95.37,Loam,Standard_V1,mango
30,28,30,31.87,52.19,5.06,98.47,Loam,Standard_V1,mango
18,19,27,27.76,52.35,4.77,94.11,Loam,Standard_V1,mango
23,23,27,34.72,51.43,5.16,97.31,Loam,Standard_V1,mango
37,30,34,27.54,53.64,6.8,99.35,Red-Loam,Standard_V1,mango
11,27,30,27.7,48.56,6.39,89.86,Red-Loam,Standard_V1,mango
12,19,31,27.25,52.66,5.57,91.87,Alluvial,Standard_V1,mango
3,28,33,30.34,48.89,5.76,94.43,Alluvial,Standard_V1,mango
37,38,32,31.86,45.53,5.42,91.56,Loam,Standard_V1,mango
26,37,30,35.4,49.46,6.17,97.41,Red-Loam,Standard_V1,mango
14,18,30,29.81,52.14,5.19,95.75,Red-Loam,Standard_V1,mango
40,16,35,34.16,54.16,4.95,98.33,Red-Loam,Standard_V1,mango
4,20,25,28.93,47.94,5.66,99.98,Alluvial,Standard_V1,mango
36,25,33,27.98,53.33,5.55,99.61,Alluvial,Standard_V1,mango
30,17,31,31.2,54.5,6.8,94.63,Red-Loam,Standard_V1,mango
28,37,28,32.13,50.53,6.1,98.63,Red-Loam,Standard_V1,mango
38,15,30,28.92,48.14,5.08,97.01,Red-Loam,Standard_V1,mango
12,37,30,31.1,47.41,4.55,90.29,Alluvial,Standard_V1,mango
38,19,31,34.74,49.09,5.86,90.65,Red-Loam,Standard_V1,mango
8,33,29,29.98,49.49,6.44,91.82,Red-Loam,Standard_V1,mango
15,27,28,33.8,46.13,4.51,90.83,Loam,Standard_V1,mango
34,16,25,30.07,50.96,6.11,92.1,Loam,Standard_V1,mango
11,36,31,27.92,51.78,6.48,100.26,Alluvial,Standard_V1,mango
33,29,34,31.41,49.22,6.83,93.0,Red-Loam,Standard_V1,mango
12,31,26,35.79,51.94,5.4,100.22,Red-Loam,Standard_V1,mango
12,34,28,33.36,45.02,6.14,98.82,Loam,Standard_V1,mango
5,16,31,35.96,48.7,4.56,98.01,Alluvial,Standard_V1,mango
1,30,29,28.33,51.4,6.43,91.67,Loam,Standard_V1,mango
16,35,31,32.28,50.19,5.32,95.99,Loam,Standard_V1,mango
35,18,26,31.99,50.85,5.28,97.39,Loam,Standard_V1,mango
4,40,26,27.58,48.57,6.72,95.84,Loam,Standard_V1,mango
9,29,34,29.38,45.89,5.73,100.81,Red-Loam,Standard_V1,mango
2,38,33,32.39,53.23,4.69,90.22,Red-Loam,Standard_V1,mango
26,32,32,30.91,49.93,6.81,90.14,Loam,Standard_V1,mango
34,38,31,35.38,45.58,6.45,97.42,Alluvial,Standard_V1,mango
5,32,33,32.32,52.59,5.84,93.37,Alluvial,Standard_V1,mango
31,29,26,28.22,47.41,5.02,97.77,Alluvial,Standard_V1,mango
34,34,35,27.27,47.17,6.42,95.26,Alluvial,Standard_V1,mango
36,19,32,27.11,50.71,4.94,92.37,Loam,Standard_V1,mango
7,17,26,34.89,48.76,6.41,91.63,Red-Loam,Standard_V1,mango
38,15,27,33.75,48.5,6.78,92.26,Alluvial,Standard_V1,mango
5,19,25,27.35,54.44,6.44,96.28,Loam,Standard_V1,mango
37,36,26,32.89,52.61,4.65,94.49,Alluvial,Standard_V1,mango
21,31,32,35.39,51.43,5.25,90.3,Alluvial,Standard_V1,mango
37,36,27,27.55,47.91,5.91,90.4,Loam,Standard_V1,mango
23,23,30,32.82,47.46,4.76,90.89,Red-Loam,Standard_V1,mango
36,26,26,30.17,51.08,6.81,95.23,Red-Loam,Standard_V1,mango
24,33,35,29.26,54.82,5.34,100.76,Loam,Standard_V1,mango
26,18,30,32.06,51.08,6.34,96.6,Red-Loam,Standard_V1,mango
22,17,26,28.7,47.72,4.75,99.64,Loam,Standard_V1,mango
11,34,32,29.14,49.41,6.83,97.55,Loam,Standard_V1,mango
29,35,28,28.35,53.54,6.97,90.4,Loam,Standard_V1,mango
22,28,26,27.67,45.42,4.95,92.85,Red-Loam,Standard_V1,mango
23,24,32,28.12,46.17,5.63,93.3,Loam,Standard_V1,mango
1,35,34,30.79,46.7,6.27,92.21,Alluvial,Standard_V1,mango
2,24,34,28.89,54.81,6.47,94.76,Red-Loam,Standard_V1,mango
39,37,25,33.33,45.61,6.95,98.29,Red-Loam,Standard_V1,mango
15,36,27,27.79,53.97,5.64,91.01,Red-Loam,Standard_V1,mango
3,18,31,31.65,48.21,6.39,91.1,Red-Loam,Standard_V1,mango
8,38,32,29.75,46.74,4.98,91.41,Alluvial,Standard_V1,mango
33,31,34,31.33,50.22,5.42,89.78,Red-Loam,Standard_V1,mango
14,29,32,35.64,48.97,6.94,97.52,Red-Loam,Standard_V1,mango
18,20,26,31.67,51.99,5.44,89.98,Loam,Standard_V1,mango
9,21,32,32.27,53.56,5.87,95.94,Red-Loam,Standard_V1,mango
20,30,27,27.81,51.59,4.75,95.9,Alluvial,Standard_V1,mango
9,38,25,34.59,50.34,5.5,100.31,Alluvial,Standard_V1,mango
26,24,34,31.27,52.24,6.81,89.74,Alluvial,Standard_V1,mango
31,36,29,33.94,52.72,6.46,97.46,Alluvial,Standard_V1,mango
14,18,35,31.09,47.02,4.79,91.47,Red-Loam,Standard_V1,mango
40,16,35,31.89,49.02,6.48,89.59,Red-Loam,Standard_V1,mango
28,27,34,32.45,50.7,6.53,95.05,Alluvial,Standard_V1,mango
0,17,30,35.47,47.97,6.28,97.79,Alluvial,Standard_V1,mango
1,29,29,27.33,49.3,6.05,93.53,Red-Loam,Standard_V1,mango
2,36,31,30.9,49.96,5.73,91.78,Alluvial,Standard_V1,mango
12,27,26,29.09,45.57,5.32,96.24,Loam,Standard_V1,mango
7,28,35,30.02,46.78,4.67,96.64,Alluvial,Standard_V1,mango
0,36,26,34.13,51.26,5.1,96.39,Alluvial,Standard_V1,mango
26,35,31,33.45,53.06,5.34,98.05,Loam,Standard_V1,mango
27,21,30,35.39,52.49,5.06,91.23,Loam,Standard_V1,mango
22,38,31,31.53,53.06,5.82,98.57,Red-Loam,Standard_V1,mango
22,18,31,30.76,47.94,5.96,90.39,Red-Loam,Standard_V1,mango
28,23,28,30.02,50.1,5.68,96.09,Loam,Standard_V1,mango
7,31,27,31.33,47.59,6.52,94.67,Loam,Standard_V1,mango
29,34,26,33.88,54.39,6.27,89.29,Red-Loam,Standard_V1,mango
8,37,33,28.08,54.96,6.13,97.45,Alluvial,Standard_V1,mango
39,16,27,35.54,52.95,4.93,91.55,Loam,Standard_V1,mango
40,24,25,28.71,50.44,5.45,95.89,Red-Loam,Standard_V1,mango
19,38,26,31.48,48.78,4.53,93.17,Alluvial,Standard_V1,mango
21,21,30,27.7,51.42,5.4,100.77,Loam,Standard_V1,mango
22,18,33,30.41,52.48,6.62,93.92,Alluvial,Standard_V1,mango
31,20,30,32.18,54.01,6.21,91.89,Red-Loam,Standard_V1,mango
18,26,31,32.61,47.75,5.42,91.1,Loam,Standard_V1,mango
24,130,195,30.0,81.54,6.11,67.13,Sandy-Loam,Standard_V1,grapes
13,144,204,30.73,82.43,6.09,68.38,Loam,Standard_V1,grapes
22,123,205,32.45,83.89,5.9,68.74,Sandy-Loam,Standard_V1,grapes
36,125,196,37.47,80.66,6.16,66.84,Red,Standard_V1,grapes
24,131,196,22.03,83.74,5.73,65.34,Red,Standard_V1,grapes
2,123,198,39.65,82.21,6.25,70.4,Loam,Standard_V1,grapes
35,140,197,16.78,82.75,6.11,66.76,Sandy-Loam,Standard_V1,grapes
11,122,195,12.14,83.57,5.65,69.63,Loam,Standard_V1,grapes
6,123,203,12.76,81.62,6.13,66.78,Loam,Standard_V1,grapes
17,134,204,39.04,80.18,6.5,73.88,Sandy-Loam,Standard_V1,grapes
25,130,197,39.71,82.69,5.55,74.92,Sandy-Loam,Standard_V1,grapes
27,145,205,9.47,82.29,5.8,66.03,Sandy-Loam,Standard_V1,grapes
9,122,201,29.59,80.92,5.57,68.06,Red,Standard_V1,grapes
16,139,203,17.83,80.96,6.28,65.85,Loam,Standard_V1,grapes
32,141,204,8.83,82.9,5.54,67.24,Loam,Standard_V1,grapes
22,138,195,27.83,83.51,6.21,73.03,Red,Standard_V1,grapes
31,144,202,11.02,80.56,5.87,68.24,Sandy-Loam,Standard_V1,grapes
3,136,205,17.59,80.85,6.33,71.41,Red,Standard_V1,grapes
28,122,197,19.89,82.73,5.86,69.66,Red,Standard_V1,grapes
4,136,204,29.94,81.78,5.9,65.52,Red,Standard_V1,grapes
39,145,201,36.73,80.59,5.78,72.24,Loam,Standard_V1,grapes
38,132,197,20.42,81.54,5.93,66.93,Red,Standard_V1,grapes
36,133,198,25.52,83.98,6.23,69.17,Loam,Standard_V1,grapes
25,121,201,30.51,82.72,5.59,70.08,Loam,Standard_V1,grapes
15,125,199,18.43,80.56,5.57,69.76,Loam,Standard_V1,grapes
24,140,205,12.09,83.59,5.93,68.67,Sandy-Loam,Standard_V1,grapes
13,132,203,23.6,82.48,6.42,73.24,Loam,Standard_V1,grapes
5,126,197,12.8,81.21,6.42,67.1,Loam,Standard_V1,grapes
30,120,200,38.06,82.25,6.23,65.7,Sandy-Loam,Standard_V1,grapes
23,142,197,39.07,82.04,6.0,69.31,Loam,Standard_V1,grapes
26,135,203,33.78,81.16,5.69,74.54,Red,Standard_V1,grapes
7,126,203,16.76,82.0,5.66,73.29,Red,Standard_V1,grapes
32,139,198,35.89,82.67,6.36,66.54,Loam,Standard_V1,grapes
9,141,202,21.01,81.18,6.12,66.38,Sandy-Loam,Standard_V1,grapes
20,142,196,10.9,80.02,6.21,68.69,Red,Standard_V1,grapes
32,129,201,16.36,83.0,6.49,71.56,Sandy-Loam,Standard_V1,grapes
3,134,199,20.28,81.32,5.82,71.07,Sandy-Loam,Standard_V1,grapes
38,138,204,25.11,83.25,6.33,73.01,Red,Standard_V1,grapes
14,131,198,33.46,83.87,5.56,67.92,Sandy-Loam,Standard_V1,grapes
20,122,204,11.8,80.86,6.49,65.07,Red,Standard_V1,grapes
40,126,201,11.36,80.03,6.12,71.18,Sandy-Loam,Standard_V1,grapes
36,128,204,25.24,80.69,5.7,67.04,Red,Standard_V1,grapes
11,132,197,15.99,81.24,5.73,74.4,Loam,Standard_V1,grapes
0,137,195,22.44,80.19,6.33,65.4,Red,Standard_V1,grapes
19,123,200,34.76,81.04,6.17,65.7,Red,Standard_V1,grapes
31,136,197,31.11,83.34,5.65,71.43,Red,Standard_V1,grapes
4,134,200,28.58,80.96,5.84,73.34,Red,Standard_V1,grapes
39,139,201,41.19,81.02,5.54,68.69,Sandy-Loam,Standard_V1,grapes
8,127,196,27.03,83.17,5.83,70.96,Loam,Standard_V1,grapes
39,138,203,21.19,82.33,6.4,74.63,Red,Standard_V1,grapes
32,120,204,10.38,83.45,6.14,67.39,Sandy-Loam,Standard_V1,grapes
12,142,203,31.31,82.56,5.97,65.01,Loam,Standard_V1,grapes
8,133,195,20.47,80.98,6.46,71.3,Loam,Standard_V1,grapes
8,139,199,29.37,81.54,6.34,66.13,Loam,Standard_V1,grapes
21,134,202,10.72,80.02,6.43,65.3,Loam,Standard_V1,grapes
40,140,195,14.98,80.5,6.29,71.63,Red,Standard_V1,grapes
39,127,202,15.32,81.67,6.48,71.6,Red,Standard_V1,grapes
19,120,195,18.74,81.12,5.93,73.56,Sandy-Loam,Standard_V1,grapes
21,139,201,19.36,83.36,5.98,67.15,Sandy-Loam,Standard_V1,grapes
17,136,195,41.21,81.61,6.39,65.9,Sandy-Loam,Standard_V1,grapes
33,139,203,33.34,82.51,5.69,70.68,Loam,Standard_V1,grapes
22,133,201,23.82,80.12,6.0,67.27,Loam,Standard_V1,grapes
32,130,196,40.66,81.25,6.37,74.03,Red,Standard_V1,grapes
37,135,205,11.83,80.28,5.51,74.1,Loam,Standard_V1,grapes
15,140,195,13.29,83.54,5.7,65.8,Loam,Standard_V1,grapes
39,132,196,35.83,83.33,5.78,73.68,Loam,Standard_V1,grapes
40,121,199,26.18,81.04,6.32,66.06,Sandy-Loam,Standard_V1,grapes
40,132,202,24.58,80.71,5.97,69.71,Sandy-Loam,Standard_V1,grapes
29,142,203,29.67,83.71,5.89,66.48,Red,Standard_V1,grapes
32,121,199,39.37,81.25,6.13,74.08,Loam,Standard_V1,grapes
6,140,205,17.67,82.93,6.31,69.87,Loam,Standard_V1,grapes
8,120,196,24.07,82.66,6.05,69.82,Red,Standard_V1,grapes
34,133,202,15.31,80.1,5.8,74.82,Loam,Standard_V1,grapes
35,135,199,21.77,80.55,6.4,69.4,Loam,Standard_V1,grapes
16,145,199,26.92,80.77,5.95,69.31,Sandy-Loam,Standard_V1,grapes
8,136,201,41.66,82.22,5.61,74.2,Red,Standard_V1,grapes
25,129,195,17.99,81.18,5.78,72.37,Red,Standard_V1,grapes
16,130,201,29.12,82.79,5.68,68.85,Red,Standard_V1,grapes
39,129,203,34.39,83.18,5.86,71.03,Red,Standard_V1,grapes
38,135,203,41.36,82.8,6.44,69.92,Sandy-Loam,Standard_V1,grapes
33,120,205,35.12,82.27,5.55,69.72,Sandy-Loam,Standard_V1,grapes
35,125,204,19.65,80.15,6.11,73.7,Loam,Standard_V1,grapes
1,132,200,16.28,82.94,5.62,66.57,Loam,Standard_V1,grapes
39,140,203,21.12,80.63,6.35,69.28,Loam,Standard_V1,grapes
28,145,202,19.21,82.9,6.48,66.83,Loam,Standard_V1,grapes
6,128,200,25.96,82.58,5.84,70.32,Sandy-Loam,Standard_V1,grapes
6,139,199,25.67,81.62,6.29,74.11,Red,Standard_V1,grapes
29,122,196,41.95,81.16,5.64,73.07,Sandy-Loam,Standard_V1,grapes
37,144,197,11.19,80.81,6.42,66.34,Loam,Standard_V1,grapes
38,120,197,17.54,82.95,6.32,73.77,Sandy-Loam,Standard_V1,grapes
38,141,198,13.06,80.28,5.76,70.76,Red,Standard_V1,grapes
14,121,203,9.72,83.75,6.16,74.46,Red,Standard_V1,grapes
6,125,204,27.92,82.93,5.73,69.92,Sandy-Loam,Standard_V1,grapes
32,138,197,9.54,80.73,5.91,69.44,Sandy-Loam,Standard_V1,grapes
11,124,204,13.43,80.07,6.36,71.4,Sandy-Loam,Standard_V1,grapes
23,138,200,9.85,80.23,5.97,68.43,Loam,Standard_V1,grapes
40,143,201,24.97,82.73,6.48,66.7,Sandy-Loam,Standard_V1,grapes
6,142,202,27.24,82.95,6.22,70.43,Sandy-Loam,Standard_V1,grapes
37,124,195,18.71,83.48,6.21,66.6,Sandy-Loam,Standard_V1,grapes
35,134,204,9.95,82.55,5.84,66.01,Red,Standard_V1,grapes
119,25,51,26.47,80.92,6.28,53.66,Loam,Standard_V1,watermelon
119,19,55,25.19,83.45,6.82,46.87,Sandy,Standard_V1,watermelon
105,30,50,25.3,81.78,6.38,57.04,Sandy,Standard_V1,watermelon
114,8,50,24.75,88.31,6.58,57.96,Loam,Standard_V1,watermelon
93,22,52,26.59,81.33,6.93,41.88,Loam,Standard_V1,watermelon
80,26,55,24.53,88.99,6.14,49.12,Loam,Standard_V1,watermelon
85,27,45,26.07,88.73,6.47,57.8,Sandy-Loam,Standard_V1,watermelon
85,22,53,25.97,89.77,6.85,59.46,Sandy-Loam,Standard_V1,watermelon
82,22,45,26.22,85.35,6.51,54.6,Loam,Standard_V1,watermelon
118,13,54,24.41,89.82,6.04,44.08,Sandy-Loam,Standard_V1,watermelon
83,25,53,26.49,80.05,6.06,57.73,Sandy-Loam,Standard_V1,watermelon
86,15,47,24.04,84.18,6.42,53.79,Sandy,Standard_V1,watermelon
101,10,47,25.54,83.32,6.94,57.57,Loam,Standard_V1,watermelon
119,9,50,26.75,83.92,6.25,40.79,Loam,Standard_V1,watermelon
104,17,46,25.71,80.23,6.19,43.09,Sandy-Loam,Standard_V1,watermelon
95,12,51,25.76,84.17,6.68,44.22,Loam,Standard_V1,watermelon
102,14,52,26.79,89.65,6.51,57.74,Sandy,Standard_V1,watermelon
109,21,55,24.9,89.74,6.77,57.45,Sandy,Standard_V1,watermelon
81,18,50,26.81,88.23,6.43,58.8,Sandy,Standard_V1,watermelon
103,17,51,25.11,80.03,6.21,44.21,Loam,Standard_V1,watermelon
105,14,50,26.21,87.69,6.42,59.66,Loam,Standard_V1,watermelon
97,8,52,24.91,86.97,6.24,49.49,Loam,Standard_V1,watermelon
120,19,49,25.79,84.27,6.76,56.45,Loam,Standard_V1,watermelon
95,16,55,25.27,87.55,6.61,40.13,Loam,Standard_V1,watermelon
83,29,52,25.76,87.59,6.7,46.05,Sandy,Standard_V1,watermelon
83,9,45,25.85,89.13,6.05,46.85,Sandy-Loam,Standard_V1,watermelon
91,21,50,24.34,81.44,6.76,48.32,Sandy,Standard_V1,watermelon
116,5,54,25.38,80.99,6.65,57.23,Loam,Standard_V1,watermelon
112,28,54,24.86,85.05,6.74,55.3,Sandy,Standard_V1,watermelon
88,29,51,24.72,88.95,6.1,48.46,Loam,Standard_V1,watermelon
118,15,45,24.21,84.21,6.54,48.01,Loam,Standard_V1,watermelon
92,21,48,25.82,82.04,6.38,54.83,Sandy,Standard_V1,watermelon
106,14,45,24.47,84.16,6.42,57.27,Loam,Standard_V1,watermelon
99,5,47,24.13,84.84,6.65,51.19,Sandy-Loam,Standard_V1,watermelon
98,8,51,26.18,86.52,6.26,49.43,Loam,Standard_V1,watermelon
108,22,46,26.18,86.73,6.12,53.33,Sandy-Loam,Standard_V1,watermelon
119,7,55,26.04,84.64,6.03,44.4,Sandy-Loam,Standard_V1,watermelon
117,27,48,26.53,82.39,6.84,54.31,Loam,Standard_V1,watermelon
109,10,53,26.82,87.83,6.55,46.06,Sandy,Standard_V1,watermelon
80,16,46,25.5,81.4,6.94,48.48,Sandy-Loam,Standard_V1,watermelon
100,18,52,26.2,80.38,6.88,56.48,Sandy,Standard_V1,watermelon
91,7,53,25.14,89.28,6.46,43.53,Sandy-Loam,Standard_V1,watermelon
86,6,53,25.92,83.47,6.92,42.11,Loam,Standard_V1,watermelon
107,5,52,26.66,89.98,6.88,57.41,Loam,Standard_V1,watermelon
103,16,49,24.07,81.64,6.92,51.75,Sandy-Loam,Standard_V1,watermelon
101,20,48,24.68,82.75,6.21,57.06,Loam,Standard_V1,watermelon
85,25,47,26.11,87.64,6.3,58.48,Sandy-Loam,Standard_V1,watermelon
84,7,51,26.82,87.66,6.4,55.74,Loam,Standard_V1,watermelon
102,28,54,25.16,80.28,6.86,55.5,Sandy,Standard_V1,watermelon
98,25,52,25.28,83.15,6.22,49.29,Loam,Standard_V1,watermelon
97,25,50,26.22,80.9,6.09,49.09,Sandy,Standard_V1,watermelon
90,16,45,24.92,80.62,6.29,50.56,Loam,Standard_V1,watermelon
95,12,46,26.22,81.01,6.32,54.65,Sandy,Standard_V1,watermelon
82,23,49,26.81,87.22,6.87,51.7,Loam,Standard_V1,watermelon
82,25,51,24.31,87.47,6.07,48.11,Sandy,Standard_V1,watermelon
110,28,46,24.29,88.05,6.5,51.26,Sandy-Loam,Standard_V1,watermelon
118,21,51,24.43,86.34,6.68,48.58,Sandy-Loam,Standard_V1,watermelon
120,20,45,25.67,88.7,6.11,54.23,Sandy,Standard_V1,watermelon
91,7,52,25.08,83.46,6.41,56.4,Loam,Standard_V1,watermelon
81,6,55,24.89,85.87,6.11,51.71,Sandy,Standard_V1,watermelon
101,13,54,25.43,82.91,6.83,56.34,Loam,Standard_V1,watermelon
101,17,55,24.37,87.13,6.45,44.64,Sandy-Loam,Standard_V1,watermelon
111,6,53,26.49,88.59,6.31,46.06,Loam,Standard_V1,watermelon
107,10,49,25.83,89.0,6.76,45.25,Sandy-Loam,Standard_V1,watermelon
115,11,46,24.42,89.4,6.62,40.32,Loam,Standard_V1,watermelon
84,25,52,24.37,81.25,6.13,44.21,Loam,Standard_V1,watermelon
120,7,47,24.25,83.04,6.65,54.77,Loam,Standard_V1,watermelon
91,12,46,24.64,85.5,6.34,48.31,Sandy,Standard_V1,watermelon
89,22,52,24.9,86.11,6.22,53.15,Sandy,Standard_V1,watermelon
113,19,46,25.42,81.12,6.29,49.52,Sandy-Loam,Standard_V1,watermelon
97,22,50,26.26,86.15,6.77,58.98,Sandy-Loam,Standard_V1,watermelon
117,30,50,24.9,87.21,6.74,46.59,Sandy,Standard_V1,watermelon
90,14,52,24.85,89.2,6.39,59.68,Sandy-Loam,Standard_V1,watermelon
104,23,47,26.98,86.7,6.77,42.91,Sandy,Standard_V1,watermelon
81,16,45,26.9,86.25,6.73,59.76,Loam,Standard_V1,watermelon
88,5,47,25.86,86.67,6.66,41.17,Sandy-Loam,Standard_V1,watermelon
92,7,45,26.71,81.14,6.94,51.51,Sandy-Loam,Standard_V1,watermelon
81,18,50,26.44,80.92,6.51,47.82,Sandy,Standard_V1,watermelon
111,5,55,26.28,84.42,6.52,50.79,Sandy-Loam,Standard_V1,watermelon
108,23,51,26.84,83.85,6.11,40.23,Sandy-Loam,Standard_V1,watermelon
113,30,50,26.04,83.99,6.28,43.88,Loam,Standard_V1,watermelon
83,10,53,24.93,85.01,6.2,48.76,Sandy-Loam,Standard_V1,watermelon
101,11,51,25.51,84.24,6.79,44.21,Loam,Standard_V1,watermelon
114,21,55,25.44,87.94,6.47,57.52,Sandy,Standard_V1,watermelon
99,6,45,26.13,86.55,6.0,40.71,Sandy-Loam,Standard_V1,watermelon
92,20,55,25.1,87.53,6.59,59.27,Loam,Standard_V1,watermelon
92,7,48,26.28,86.63,6.96,54.39,Sandy,Standard_V1,watermelon
91,24,55,26.27,83.09,6.26,46.77,Sandy-Loam,Standard_V1,watermelon
110,21,54,26.74,87.82,6.75,47.46,Sandy,Standard_V1,watermelon
112,25,51,25.05,85.57,6.93,56.72,Sandy-Loam,Standard_V1,watermelon
89,25,54,24.69,85.57,6.35,48.99,Sandy,Standard_V1,watermelon
100,10,53,24.54,84.61,6.21,42.01,Sandy,Standard_V1,watermelon
83,22,54,25.9,81.97,6.28,54.5,Loam,Standard_V1,watermelon
95,14,50,26.63,84.32,6.56,56.32,Sandy,Standard_V1,watermelon
119,30,49,25.36,80.46,6.9,47.72,Sandy-Loam,Standard_V1,watermelon
97,12,47,25.29,89.64,6.77,58.29,Sandy-Loam,Standard_V1,watermelon
110,7,45,26.64,84.7,6.19,48.32,Loam,Standard_V1,watermelon
96,18,50,25.33,84.31,6.9,41.53,Sandy-Loam,Standard_V1,watermelon
83,23,55,26.9,83.89,6.46,43.97,Sandy-Loam,Standard_V1,watermelon
120,24,47,26.99,89.41,6.26,58.55,Sandy-Loam,Standard_V1,watermelon
115,17,55,27.58,94.12,6.78,28.08,Sandy,Standard_V1,muskmelon
114,27,48,27.82,93.04,6.53,26.32,Sandy,Standard_V1,muskmelon
